id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,DSE_threshold,DSE_b_entropy,category_dse
train::75322,['Services'],Services sector.,1.0,"['Services sector.', 'Services sector.', 'Services sector.', 'Services sector.', 'Services sector.', 'Services sector.', 'Services sector.', 'Services sector.', 'Services sector.', 'Services sector.']",-0.0,which sector of indian economy contributes largest of the gross national product?,-0.002215432934463,True,0.32561809404461245,0,correct_high
train::75323,['12'],12,1.0,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12']",-0.0,how many episodes in this season of billions?,-0.429082989692688,True,0.32561809404461245,0,correct_high
train::75324,['20\xa0February\xa02011'],December 2010,0.0,"['December 2010', 'December 2010', 'December 2010', 'December 2010', 'December 2010', 'December 2010', 'December 2010', 'December 2010', 'December 2010', 'December 2010']",-0.0,when did the arab spring start in morocco?,-2.9300692081451416,False,0.32561809404461245,0,incorrect_high
train::75327,"['Roger Penzabene', 'Barrett Strong', 'Norman Whitfield']",Norman Whitfield and Barrett Strong,1.0,"['Norman Whitfield and Barrett Strong', 'Norman Whitfield and Barrett Strong', 'Norman Whitfield and Barrett Strong', 'Norman Whitfield & Barrett Strong', 'Norman Whitfield and Barrett Strong', 'Norman Whitfield and Barrett Strong', 'Norman Whitfield & Barrett Strong', 'Norman Whitfield and Barrett Strong', 'Norman Whitfield and Barrett Strong', 'Norman Whitfield and Barrett Strong']",-0.0,who wrote i wish it would rain by the temptations?,-0.0041185328736901,True,0.32561809404461245,0,correct_high
train::75328,['Arabic'],Arabic,1.0,"['Arabic', 'Arabic', 'Arabic', 'Arabic', 'Arabic', 'Arabic', 'Arabic', 'Arabic', 'Arabic', 'Arabic']",-0.0,what is the most common language spoken in the middle east?,-0.0032097983639687,True,0.32561809404461245,0,correct_high
train::75333,['a Wednesday after Thanksgiving'],Usually late November/early December.,0.0,"['Usually late November/early December.', 'Usually in late November/early December.', 'Usually late November/early December.', 'Usually the Wednesday after Thanksgiving.', 'Usually in late November/early December.', 'Usually late November/early December.', 'Usually in late November/early December.', 'Usually in late November/early December.', 'Usually in late November/early December.', 'Usually late November/early December.']",0.3250829733914482,when do they light the tree at rockerfeller center?,-0.313379555940628,True,0.32561809404461245,0,correct_high
train::75335,['during the American Civil War'],1836,0.0,"['1836', '1836', '1836', '1836', '1836', '1836', '1836', '1836', '1836', '1836']",-0.0,when did presidential candidates start choosing running mates?,-0.0298275966197252,False,0.32561809404461245,0,incorrect_high
train::75338,['5'],Nine,0.0,"['9', '9', 'Nine', 'Nine', '9', 'Nine', '9', 'Nine', 'Nine', 'Nine']",-0.0,number of premier league titles won by manchester city?,-0.1129721701145172,False,0.32561809404461245,0,incorrect_high
train::75340,['Sam C. S.'],Sam C.S.,0.0,"['Sam C. S.', 'Sam C. S.', 'Sam C.S.', 'Sam C.S.', 'Sam C.S.', 'Sam C. S.', 'Sam C. S.', 'Sam C. S.', 'Sam C. S.', 'Sam C. S.']",-0.0,who is the music director of vikram vedha?,-0.0028531341813504,True,0.32561809404461245,0,correct_high
train::75342,"['April\xa010,\xa02018']","January 16, 2018",0.0,"['January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018', 'January 16, 2018']",-0.0,the flash return date season 4 episode 17?,-0.008686495013535,False,0.32561809404461245,0,incorrect_high
train::75343,"['Wendy Waldman', 'Jim Photoglo']",Nanci Griffith,0.0,"['Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith', 'Nanci Griffith']",-0.0,who wrote the song fishing in the dark?,-0.5761339068412781,False,0.32561809404461245,0,incorrect_high
train::75345,['1822'],1825,0.0,"['1825', '1825', '1825', '1825', '1825', '1825', '1825', '1825', '1825', '1825']",-0.0,when was the stockton and darlington railway built?,-0.0008323303773067,False,0.32561809404461245,0,incorrect_high
train::75346,['Mount Everest'],Mount Everest,1.0,"['Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest', 'Mount Everest']",-0.0,what is the highest peak of the himalayas?,-0.0002499506517779,True,0.32561809404461245,0,correct_high
train::75347,['the fleas on rats'],Rodents (specifically rats),0.0,"['Rodents (specifically rats) and their fleas.', 'Rodents (specifically rats)', 'Fleas on rodents (rats)', 'Fleas on rodents (primarily rats)', 'Fleas on rodents (typically rats)', 'Rats (specifically, fleas on rats)', 'Rats (and their fleas)', 'Rodents (specifically rats)', 'Rodents (specifically rats) and their fleas.', 'Rodents (specifically rats)']",0.6108643020548935,what was the host animal of the black plague?,-0.0015190026024356,True,0.32561809404461245,1,correct_low
train::75348,['jejunum'],Jejunum,1.0,"['Jejunum', 'Jejunum', 'Jejunum', 'Jejunum', 'Jejunum', 'Jejunum', 'Jejunum.', 'Jejunum', 'Jejunum', 'Jejunum']",-0.0,where does most absorption occur in small intestine?,-0.0013790155062451,True,0.32561809404461245,0,correct_high
train::7535,['Three films'],Three,1.0,"['Three.', 'Three', 'Three', 'Three', 'Three', 'Three.', 'Three.', 'Three.', 'Three.', 'Three']",-0.0,how many friday ice cube movies are there?,-0.5232943296432495,True,0.32561809404461245,0,correct_high
train::75351,['1962'],2020,0.0,"['2020', '2020', '2020', '2020', '2020', '2020', '2020', '2020', '2020', '2020']",-0.0,when did california become the most populous state?,-3.5300426483154297,False,0.32561809404461245,0,incorrect_high
train::75352,['Mac Davis'],Mac Davis,1.0,"['Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis', 'Mac Davis']",-0.0,who wrote it's hard to be humble?,-0.0076673971489071,True,0.32561809404461245,0,correct_high
train::75353,['Up Close & Personal'],Up Close & Personal,1.0,"['Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal', 'Up Close & Personal']",-0.0,what movie is because you loved me in?,-0.0022097234614193,True,0.32561809404461245,0,correct_high
train::75354,['Wood'],Coal,0.0,"['Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal', 'Coal']",-0.0,what is a solid fossil fuel that is often used to generate electricity?,-0.000211931663216,False,0.32561809404461245,0,incorrect_high
train::75355,"['April 1, 1976']","April 1, 1976",1.0,"['April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976', 'April 1, 1976']",-0.0,when did the first apple product come out?,-0.1428307294845581,True,0.32561809404461245,0,correct_high
train::75356,['Real Madrid'],Real Madrid,1.0,"['Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid', 'Real Madrid']",-0.0,which team has won the 2017 uefa super cup football tournament?,-0.0046717305667698,True,0.32561809404461245,0,correct_high
train::75358,['Peyton Manning'],Tom Brady,0.0,"['Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady', 'Tom Brady']",-0.0,who has the most passing yards in a career?,-0.0125639596953988,False,0.32561809404461245,0,incorrect_high
train::75359,['Joel Edgerton'],Joel Edgerton,1.0,"['Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton', 'Joel Edgerton']",-0.0,who plays tom buchanan in the great gatsby 2013?,-0.0098045449703931,True,0.32561809404461245,0,correct_high
train::7536,"['diplomat and advocate', 'civil servant', 'CEO']",Chief administrative officer.,0.0,"['Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.', 'Chief administrative officer.']",-0.0,what is the role of the secretary general of the un?,-0.0017263285117223,True,0.32561809404461245,0,correct_high
train::75360,"['London, United Kingdom']",X Factor (UK),0.0,"['X Factor UK', 'England', 'United Kingdom (or England)', 'United Kingdom', 'United Kingdom', 'X Factor (UK)', 'X Factor (UK)', 'X Factor (UK)', 'X Factor (UK)', 'England.']",0.6931471805599453,where did the group little mix come from?,-0.0160890147089958,False,0.32561809404461245,1,incorrect_low
train::75363,['31'],149 (in a Madagascar match),0.0,"['149 (in 2002, Madagascar vs. DR', '149 (in a Madagascar match)', '149 (in a Madagascan match)', '149 (officially recognised)', '149 (in a Madagascar match)', '149 (officially recognised)', '149 (in a Madagascar match)', '149 (in a Madagascar league game)', '149 (in a Madagascan league match)', '149 (in a Madagascar match)']",1.2206072645530175,highest amount of goals scored in a football match?,-0.0789807438850402,False,0.32561809404461245,1,incorrect_low
train::7537,['1991 to 1998'],1991-1998,0.0,"['1991-1998', '1991-1998', '1991-1998', '1991-1998', '1991-1998', '1991-1998', '1991-1998', '1991-1998', '1991-1998', '1991-1998']",-0.0,what year were the harry potter books set in?,-0.0059622055850923,True,0.32561809404461245,0,correct_high
train::75370,"['Jeffrey Vinik,']",Jeff Vinik,1.0,"['Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik', 'Jeff Vinik']",-0.0,who owns the tampa bay lightning hockey team?,-0.0032165716402232,True,0.32561809404461245,0,correct_high
train::75372,['following a drinking binge'],Drowned during a storm.,0.0,"['Drowning.', 'Drowned during a storm.', 'Drowned during a storm.', 'Drowning.', 'Drowned during a storm.', 'Drowned during a storm.', 'Drowned during a storm.', 'Drowning.', 'Drowned during a storm.', 'Drowning.']",0.6730116670092565,how did patty die in the blue lagoon?,-0.0890637785196304,False,0.32561809404461245,1,incorrect_low
train::75374,['Hayden Christensen'],Noah Flynn,0.0,"['Noah Flynn', 'Noah Flynn', 'Parker Stevenson', 'Ben Shapiro', 'Noah Flynn', 'Noah Flynn', 'Noah Flynn', 'Noah Flynn', 'William H. Macy', 'Ben Feldman']",1.2275294114572126,he played sam in life as a house?,-5.7534499168396,False,0.32561809404461245,1,incorrect_low
train::75376,"['University of Iowa', 'NYU']",Caltech,0.0,"['Caltech', 'Caltech', 'Caltech', 'Caltech', 'Caltech', 'Caltech', 'Caltech', 'Caltech', 'Caltech', 'Caltech']",-0.0,where did nick from new girl go to college?,-0.0182189103215932,False,0.32561809404461245,0,incorrect_high
train::75378,['Mystery Men'],Shrek.,0.0,"['Shrek.', 'Shrek.', 'Shrek.', 'Shrek.', 'Shrek.', 'Shrek', 'Shrek.', 'Shrek.', 'Shrek.', 'Shrek.']",-0.0,what movie is the song all star from?,-0.0003219324571546,False,0.32561809404461245,0,incorrect_high
train::75380,['District of Columbia'],District of Columbia,1.0,"['District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia', 'District of Columbia']",-0.0,what does dc stand for in washigton dc?,-0.0001596085057826,True,0.32561809404461245,0,correct_high
train::75381,['Ray Allen'],Luka Dončić,0.0,"['Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić', 'Luka Dončić']",-0.0,who is leading the nba in 3 pointers?,-5.255476951599121,False,0.32561809404461245,0,incorrect_high
train::75385,['Osiris'],Osiris,1.0,"['Osiris', 'Osiris', 'Osiris', 'Osiris', 'Osiris', 'Osiris', 'Osiris', 'Osiris', 'Osiris', 'Osiris']",-0.0,who was the god of the underworld in ancient egypt?,-0.0013522299705073,True,0.32561809404461245,0,correct_high
train::75386,['the horseman War'],War,1.0,"['War', 'War', 'War', 'War', 'War', 'War', 'War', 'War', 'War', 'War']",-0.0,who do you play as in darksiders 1?,-0.0028492114506661,True,0.32561809404461245,0,correct_high
train::75389,['Mahatma Gandhi'],Ghanshyam Das Birla,0.0,"['Ghanshyam Das Birla', 'Ghanshyam Das Birla', 'Ghanshyam Das Birla', 'Ghanshyam Das Birla', 'Ghanshyam Das Birla', 'Ghanshyam Das Birla', 'Ghanshyam Das Birla', 'Ghanshyamdas Birla', 'Ghanshyam Das Birla', 'Ghanshyam Das Birla']",-0.0,who was the founder president of harijan sevak sangh?,-0.6327657103538513,False,0.32561809404461245,0,incorrect_high
train::75390,['asthenosphere'],Mantle,0.0,"['Mantle', 'Mantle', 'Mantle', 'Mantle', 'Mantle', 'Mantle', 'Mantle', 'Mantle', 'Mantle', 'Mantle']",-0.0,what layer of earth do convection currents occur?,-0.0003163314249832,True,0.32561809404461245,0,correct_high
train::75392,['Lupe'],Lupe,1.0,"['Guido', 'Guapo', 'Guapo', 'Lupe', 'Lupe', 'Guapo', 'Guapo', 'Lupe', 'Guido', 'Guapo']",1.0296530140645737,what's the name of the goat in ferdinand?,-5.628829479217529,True,0.32561809404461245,1,correct_low
train::75395,['northwestern Pacific Ocean'],The Northwest Pacific Ocean.,1.0,"['The Northwest Pacific Ocean.', 'The Northwest Pacific Ocean.', 'The Northwest Pacific Ocean.', 'The Northwest Pacific Ocean.', 'Northwest Pacific Ocean', 'The Northwest Pacific Ocean.', 'The Northwest Pacific Ocean.', 'Northwest Pacific Ocean.', 'Northwest Pacific Ocean', 'The Northwest Pacific Ocean.']",-0.0,where do typhoons that reach the philippines form?,-0.0001401803019689,True,0.32561809404461245,0,correct_high
train::75396,['Solomon'],Solomon,1.0,"['Solomon', 'Solomon', 'Solomon', 'Solomon', 'Solomon', 'Solomon', 'Solomon', 'Solomon', 'Solomon', 'Solomon']",-0.0,who was the king after david in the bible?,-0.0009314250783063,True,0.32561809404461245,0,correct_high
train::75397,['the foot'],Foot.,1.0,"['Foot.', 'Foot.', 'Foot.', 'Foot.', 'Foot.', 'Foot.', 'Foot.', 'Foot.', 'Foot.', 'Foot.']",-0.0,where is the pedal located in the body?,-0.009821543470025,True,0.32561809404461245,0,correct_high
train::75399,['1967'],1971,0.0,"['1971', '1971', '1971', '1971', '1971', '1971', '1971', '1971', '1971', '1971']",-0.0,when was memorial day changed from decoration day?,-0.0059848390519618,False,0.32561809404461245,0,incorrect_high
train::7540,"['September 26, 2017']","November 7, 2017",0.0,"['November 7, 2017', 'October 3, 2017', 'November 7, 2017', 'November 7, 2017', 'November 7, 2017', 'November 7, 2017', 'November 7, 2017', 'November 7, 2017', 'November 7, 2017', 'November 7, 2017']",0.3250829733914482,when will transformers the last night be released on dvd?,-0.225566565990448,False,0.32561809404461245,0,incorrect_high
train::75404,"['Sonia Sotomayor', 'Neil Gorsuch', 'Samuel Alito', 'Clarence Thomas', 'Elena Kagan', 'Stephen Breyer', 'Ruth Bader Ginsburg', 'Anthony Kennedy', 'John Roberts']","Roberts, Thomas, Alito, Sotomayor, Kagan, G",0.0,"['Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G', 'Roberts, Thomas, Alito, Sotomayor, Kagan, G']",-0.0,who are the justice of the supreme court?,-1.8048359155654907,True,0.32561809404461245,0,correct_high
train::75405,"['916,542']","999,098 (2023 estimate)",0.0,"['999,098 (2023 estimate)', '999,099 (2023 estimate)', '997,300 (2023 estimate)', '999,098 (2023 estimate)', '997,699 (2023)', '997,687 (2023 estimate)', '999,615 (2023 estimate)', '997,090 (2023 estimate)', '999,643 (2023 estimate)', '997,083 (2023 estimate)']",2.163955656882057,what's the population of pinellas county florida?,-0.0890137255191803,False,0.32561809404461245,1,incorrect_low
train::75407,['Count Karl Robert Nesselrode'],Alexander I,0.0,"['Alexander I', 'Alexander I', 'Karl Nesselrode', 'Karl Nesselrode', 'Prince Klemens von Metternich', 'Prince Klemens von Metternich', 'Alexander I', 'Karl Nesselrode', 'Prince Klemens von Metternich', 'Karl Nesselrode']",1.0888999753452238,who represented russia at the congress of vienna?,-0.0206260997802019,True,0.32561809404461245,1,correct_low
train::75409,['Rachel Carson'],Rachel Carson,1.0,"['Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson', 'Rachel Carson']",-0.0,who wrote the pathbreaking book on pollution titled silent spring?,-0.0004645698936656,True,0.32561809404461245,0,correct_high
train::75412,['117'],"117 years old (as of November 26, 2",0.0,"['117 (as of November 26, 202', '117', '117', '117 years old (as of November 26, 2', '117', '117 years old (as of November 26, 2', '117 years old (as of November 26, 2', '117', '117 years old (as of November 26, 2', '117 years old (as of November 26, 2']",0.6730116670092565,what age is the oldest living person in the world?,-0.2255687564611435,True,0.32561809404461245,1,correct_low
train::75415,['precipitation from the atmosphere'],Ice caps and glaciers.,0.0,"['Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.', 'Ice caps and glaciers.']",-0.0,most of the earth's fresh water is found in?,-0.000194530643057,False,0.32561809404461245,0,incorrect_high
train::75416,['Alysia Reiner'],Natasha Lyonne,0.0,"['Natasha Lyonne.', 'Natasha Lyonne', 'Natasha Lyonne', 'Natasha Lyonne', 'Natasha Lyonne', 'Natasha Lyonne.', 'Natasha Lyonne', 'Natasha Lyonne', 'Natasha Lyonne', 'Natasha Lyonne']",-0.0,who is natalie on orange is the new black?,-0.0015293579781427,False,0.32561809404461245,0,incorrect_high
train::75417,['the king of Kashi'],King Kashyapa.,0.0,"['King Kashyapa.', 'Kashyapa.', 'King Kashyapa.', 'Kashyapa.', 'King Kashyapa.', 'King Kashyapa.', 'Kashyapa.', 'King Kashyapa.', 'Kashyapa.', 'King Kashyapa.']",0.6730116670092565,who is the father of amba ambika ambalika?,-0.0097966361790895,False,0.32561809404461245,1,incorrect_low
train::75418,['Utah'],"Corbin, Kentucky.",0.0,"['Corbin, Kentucky', 'Corbin, Kentucky', 'Corbin, Kentucky.', 'Corbin, Kentucky.', 'Corbin, Kentucky.', 'Corbin, Kentucky.', 'Corbin, Kentucky', 'Corbin, Kentucky.', 'Corbin, Kentucky', 'Corbin, Kentucky']",-0.0,where was the first kentucky fried chicken store?,-0.0003389737685211,False,0.32561809404461245,0,incorrect_high
train::7542,['the Kingdom of Denmark'],Denmark,1.0,"['Denmark', 'Denmark', 'Denmark', 'Denmark', 'Denmark', 'Denmark', 'Denmark.', 'Denmark.', 'Denmark', 'Denmark.']",-0.0,greenland is a dependency of what european country?,-0.000251261604717,True,0.32561809404461245,0,correct_high
train::75420,['Jessie Tuggle'],"Ray Lewis (2,059)",0.0,"['Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)', 'Ray Lewis (2,059)']",-0.0,nfl record for most tackles in a career?,-0.0160969905555248,False,0.32561809404461245,0,incorrect_high
train::75422,"['March 30, 1867']",1959,0.0,"['1959', '1959', 'January 3, 1959', 'January 3, 1959', '1959', '1959', '1959', 'January 3, 1959', '1959', 'January 3, 1959']",0.6730116670092565,when did alaska become part of the usa?,-0.0059610204771161,False,0.32561809404461245,1,incorrect_low
train::75425,['1985'],1985,1.0,"['1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985']",-0.0,when was october declared breast cancer awareness month?,-0.0486875921487808,True,0.32561809404461245,0,correct_high
train::75428,['Wilt Chamberlain'],Wilt Chamberlain,1.0,"['Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain', 'Wilt Chamberlain']",-0.0,who has the most rebounds in a game?,-0.0076594711281359,True,0.32561809404461245,0,correct_high
train::7543,['Chicago'],"Chicago, Illinois.",1.0,"['Chicago, Illinois.', 'Chicago', 'Chicago, Illinois.', 'Chicago', 'Chicago', 'Chicago', 'Chicago, Illinois.', 'Chicago', 'Chicago, Illinois.', 'Chicago, Illinois.']",0.6931471805599453,where does the house on mango street take place?,-0.0004042761866003,True,0.32561809404461245,1,correct_low
train::75430,['Thomas Jefferson'],Thomas Jefferson,1.0,"['Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson', 'Thomas Jefferson']",-0.0,who decided to use the neoclassical architectural style for his home in virginia?,-0.0017517949454486,True,0.32561809404461245,0,correct_high
train::75431,['Kiss'],Kiss,1.0,"['Kiss', 'Kiss', 'Kiss', 'Kiss', 'Kiss', 'Kiss', 'Kiss', 'Kiss', 'Kiss', 'Kiss']",-0.0,who sings the song i was made for loving you?,-0.0015240018256008,True,0.32561809404461245,0,correct_high
train::75436,['Chereene Allen'],Mik Kaminski,0.0,"['Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski', 'Mik Kaminski']",-0.0,who played violin with elo in hyde park?,-0.8261125683784485,False,0.32561809404461245,0,incorrect_high
train::75437,['113'],"60 (Bert Bell, 1950)",0.0,"['63 (Norm Van Brocklin)', '60 (Norm Van Brocklin)', '60 (Ernie Byner, 1985)', '60 (Norm Van Brocklin)', '60 (Bert Bell, 1950)', '60 (by Norm Van Brocklin)', '60 (Bert Bell, 1950)', '60 (Norm Van Brocklin)', '60 (Norm Van Brocklin)', '60 (Norm Van Brocklin)']",1.0888999753452238,record for most points in a nfl game?,-4.387619495391846,False,0.32561809404461245,1,incorrect_low
train::75438,"['September 6, 2018']","September 6, 2018",1.0,"['September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018', 'September 6, 2018']",-0.0,when does nfl football season start for 2018?,-0.0098090311512351,True,0.32561809404461245,0,correct_high
train::75440,['About 4600 BC'],"Approximately 7,700 years ago.",0.0,"['Approximately 7,700 years ago.', 'Around 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.', 'Approximately 7,700 years ago.']",-0.0,when was the last time wizard island erupted?,-0.0110957268625497,True,0.32561809404461245,0,correct_high
train::75442,['Mumbai Indians'],Mumbai Indians,1.0,"['Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians', 'Mumbai Indians']",-0.0,who won the champions league twenty20 in 2013?,-0.0142263267189264,True,0.32561809404461245,0,correct_high
train::75444,"['cortex', 'the spinal cord', 'lower parts of the brain']",Different parts of the cerebral cortex.,0.0,"['Different parts of the cerebral cortex.', 'Different parts of the cerebral cortex.', 'Cerebral cortex to other areas.', 'Different parts of the cerebral cortex.', 'Different parts of the cerebral cortex.', 'Different parts of the cerebral cortex.', 'Different parts of the cerebral cortex.', 'Cerebral cortex to other areas.', 'Different parts of the cerebral cortex.', 'Different parts of the cerebral cortex.']",0.5004024235381879,projection fibers in the brain mainly connect what?,-0.0017295415746048,True,0.32561809404461245,1,correct_low
train::75445,['Jimmie Tarlton'],The Parachute Club,0.0,"['The Parachute Club', 'The Parachute Club', 'The Parachute Club', 'The Parades.', 'The Parachute Club', 'The Parachute Club', 'The Parishioners (originally Peter, Paul and Mary)', 'The Parachute Club', 'The Parachute Club', 'The Parades']",0.8018185525433372,who wrote the song down in the valley?,-3.048817873001098,False,0.32561809404461245,1,incorrect_low
train::75448,['AOC Topper Daniels'],Topper Daniels,1.0,"['Topper Daniels', 'Topper Daniels', 'Topper Daniels', 'Topper Daniels.', 'Topper Daniels.', 'Topper Daniels.', 'Topper Daniels', 'Topper Daniels.', 'Topper Daniels', 'Topper Daniels.']",-0.0,who did david caruso play in an officer and a gentleman?,-0.0076686986722052,True,0.32561809404461245,0,correct_high
train::7545,['web browser'],A web browser.,1.0,"['A web browser.', 'A web browser.', 'A web browser.', 'A web browser.', 'A web browser.', 'A web browser.', 'A web browser.', 'A web browser.', 'A web browser.', 'A web browser.']",-0.0,the communications software that helps you navigate the web is called?,-0.000455156667158,True,0.32561809404461245,0,correct_high
train::75452,['the supporters'],Joan Laporta,0.0,"['Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta', 'Joan Laporta']",-0.0,who is the owner of barcelona f c?,-0.0076616005972027,False,0.32561809404461245,0,incorrect_high
train::75458,"['March 29, 2018']",March/April,0.0,"['March/April', 'March/April', 'March/April', 'March/April', 'March/April', 'Late March/Early April', 'March/April', 'Late March/Early April', 'March/April', 'March/April']",0.5004024235381879,when does major league baseball start the regular season?,-0.016096169129014,False,0.32561809404461245,1,incorrect_low
train::75459,['Hungary'],Germany 10 - 7 Mexico (1954),0.0,"['Germany 10 - 7 Mexico (1954)', 'Germany 10-0 Mexico (1982)', 'Germany 10 - 7 Mexico (1954)', 'Germany 10 - 7 Switzerland, 1954', 'Germany 10 - 7 Switzerland (1954)', 'Germany 10 - El Salvador 1 (1938)', 'Germany 10 - 7 Switzerland, 1954', 'Germany 10 - El Salvador 1 (1938)', 'Germany 10 - El Salvador 1 (1938)', 'Germany 10 - 7 Mexico (1954)']",1.313834033192747,what is the most goals scored by a team in a world cup match?,-2.579008817672729,False,0.32561809404461245,1,incorrect_low
train::7546,['Michael Bisping'],Jim Miller,0.0,"['Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller', 'Jim Miller']",-0.0,who has the most fights in the ufc?,-0.0076613640412688,True,0.32561809404461245,0,correct_high
train::75460,['Atalanta'],Meleager,0.0,"['Meleager', 'Meleager', 'Meleager', 'Meleager', 'Meleager', 'Meleager', 'Meleager', 'Meleager', 'Meleager', 'Meleager']",-0.0,who was given the credits and honors of killing the calydonian boar?,-0.0086649861186742,True,0.32561809404461245,0,correct_high
train::75462,"['September 29, 2017']","September 3, 2017",1.0,"['September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017', 'September 3, 2017']",-0.0,when did big mouth come out on netflix?,-0.0008306628442369,False,0.32561809404461245,0,incorrect_high
